KEY,English,Turkish,German,Spanish,Italian,Portuguese,French,Hungarian,Polish,Russian,Malay,Czech,Thai,Chinese,Korean,Japanese,Arabic,Indonesian,Romanian,Vietnamese
HINT_17_1,Tap on the fly to make it change its position.,Yerini değiştirmesi için sineğe dokun.,"Tippe auf die Fliege, um ihre Position zu ändern.",Toca la mosca para que se mueva.,Tocca la mosca per spostarla.,Toque na mosca para fazê-la mudar de posição.,Touchez la mouche pour changer sa position.,"Ha a légyre koppintasz, odébb száll.","Dotknij muchy, żeby zmieniła położenie.","Нажми на муху, чтобы поменять ее местоположение.",Ketik lalat dengan cepat untuk ubah kedudukannya.,"Klepni na mouchu, aby přeletěla jinam.",แตะที่แมลงวันเพื่อให้ มันเปลี่ยนตำแหน่ง,點擊蒼蠅來移動他的位置。,파리를 눌러 방향을 바꾸세요.,ハエをタップし、向きを変えます。,اضغط على الذبابة لتغيير موضعها.,Ketuk si lalat agar ia pindah tempat.,Apasă pe muscă ca să-și schimbe poziția.,Chạm vào con ruồi để thay đổi vị trí của nó.
HINT_17_2,Tap on the lizard to use its tongue.,Dilini kullanması için kertenkeleye dokun,"Tippe auf die Echse, um ihre Zunge zu verwenden.",Toca la lagartija para que saque la lengua.,Tocca la lucertola per sfruttare la sua lingua.,Toque no lagarto para usar a língua dele.,Touchez le lézard pour utiliser sa langue.,"Ha a kaméleonra koppintasz, kiölti a nyelvét.","Dotknij jaszczurki, by wykorzystać jej język.","Нажми на ящерицу, чтобы использовать ее язык.",Ketik pada cicak untuk gunakan lidahnya.,"Klepni na ještěrku, aby vyplázla jazyk.",แตะกิ้งก่าเพื่อใช้ ลิ้นของมัน,點擊蜥蜴來伸出牠的舌頭。,도마뱀을 눌러 혀를 사용하세요.,トカゲをタップし、舌を使いましょう。,اضغط على السحلية لاستخدام لسانها.,Ketuk si kadal agar mengeluarkan lidahnya.,Apasă pe cameleon ca să-și folosească limba.,Chạm vào thằn lằn để sử dụng lưỡi của nó.
HINT_17_3,Tap on the lizard as soon as it lands on Uncle Bubba's cheek.,Şakir dayının yanağına konana kadar sineğe dokunmaya devam et.,"Tippe auf die Echse, sobald die Fliege auf Onkel Bubbas Wange landet.",Toca la lagartija cuando la mosca se pose sobre la mejilla del tío Bubba.,Tocca la lucertola non appena la mosca atterra sulla guancia di zio Berto.,Toque no lagarto assim que a mosca pousar na bochecha do Tio Buba.,Touchez le lézard dès que la mouche atterrit sur la joue de Tonton Tanguy.,"Koppints a kaméleonra, miután a légy Buci bácsi arcán landolt.","Dotknij jaszczurki, gdy tylko mucha siądzie na policzku Wujka Bolka.","Нажми на ящерицу, когда муха приземлится на щеку дяди Вовы.",Ketik cicak sebaik hinggap di pipi Pakcik Bobba.,"Jakmile moucha přistane strýčkovi na tváři, klepni na ještěrku.",แตะกิ้งก่าทันทีที่ มันเกาะตรงแก้มลุงป้อม,蒼蠅停在布巴叔叔的臉上後，點擊蜥蜴。,도마뱀이 수염 삼촌의 뺨에 닿는 순간 누르세요.,ひげおじさんの頬にトカゲが止まったら、すぐタップします。,اضغط على السحلية بمجرد أن تهبط على خد العم غسان.,Ketuk si kadal begitu si lalat mendarat di pipi Paman Boba.,Apasă pe cameleon imediat ce musca s-a așezat pe fața unchiului Gigi.,Chạm vào thằn lằn ngay khi ruồi đậu trên má của Ông Bác Trà Sữa.
HINT_170_1,Put the baby into the car seat.,Bebeği araba koltuğuna koy.,Lege das Baby in den Kindersitz.,Coloca al bebé en el asiento.,Metti la bambina nella culla.,Ponha o bebê na cadeirinha do carro.,Mettez le bébé dans le cosy.,Tedd a babát a hordozóba.,Włóż dziecko do nosidełka.,Положи ребенка в автолюльку.,Letakkan bayi di kerusi kereta.,Dej miminko do sedačky.,วางเด็กน้อยไว้ในคาร์ซีท,將嬰兒放入汽車座椅上。,아기를 카시트에 앉히세요.,赤ちゃんをチャイルドシートへ乗せます。,ضع الطفل في مقعد السيارة.,Baringkan si bayi di keranjang kecil itu.,Pune copilul în cărucior.,Đặt em bé vào ghế ô tô.
HINT_170_2,Put the car seat on Gymmy's back.,Araba koltuğunu Berkecan'ın sırtına koy.,Platziere den Kindersitz auf Fitberts Rücken.,Pon el asiento sobre la espalda de Musculeón.,Posiziona la culla sulla schiena di Sporty.,Ponha a cadeirinha nas costas de Academilson.,Mettez le cosy sur le dos de Sporty.,Helyezd el a hordozót Ati hátán.,Połóż nosidełko na plecach Osiłka.,Поставь автолюльку на спину качка.,Letakkan kerusi kereta di belakang Abang Sado.,Dej sedačku na záda Filipa.,วางคาร์ซีทไว้บน หลังของเบิ้ม,將汽車座椅放在吉米的背上。,지미의 등에 카시트를 얹으세요.,チャイルドシートをジョージの背中に置きます。,ضع مقعد السيارة على ظهر عنتر.,Letakkan keranjang bayi di atas punggung Sasana.,Pune căruciorul pe spatele lui Titi.,Đặt ghế ô tô lên lưng Kimmy Cứng Cáp.
HINT_171_1,Try to turn off the lights.,Işıkları kapatmaya çalış.,"Versuche, die Lichter auszuschalten.",Apaga la luz.,Spegni le luci.,Tente apagar as luzes.,Essayez d’éteindre les lumières.,Próbáld meg lekapcsolni a lámpát.,Spróbuj wyłączyć światło.,Попробуй выключить свет.,Cuba matikan lampu.,Zkus vypnout světla.,ลองปิดไฟดู,嘗試關掉燈。,불을 끄세요.,ライトを消してみましょう。,حاول إطفاء الأنوار.,Matikan lampu kamar.,Încearcă să stingi luminile.,Thử tắt đèn đi xem nào.
HINT_171_2,The light switch is hidden behind the door.,Işığın düğmesi kapının ardında gizli.,Der Lichtschalter ist hinter der Tür versteckt.,El interruptor está escondido detrás de la puerta.,L'interruttore della luce è dietro alla porta.,O interruptor está escondido atrás da porta.,L’interrupteur est caché derrière la porte.,A kapcsolót az ajtó mögött találod.,Włącznik światła jest schowany za drzwiami.,Выключатель находится за дверью.,Suis lampu tersembunyi di belakang pintu.,Vypínač je schovaný za dveřmi.,สวิตช์ไฟซ่อนอยู่ หลังประตู,電燈開關隱藏在門後面。,전등 스위치는 문 뒤에 숨겨져 있습니다.,スイッチはドアの後ろに隠れています。,مفتاح الضوء مخفي خلف الباب.,Sakelar lampu ada di balik pintu.,Întrerupătorul e ascuns după ușă.,Công tắc đèn ở sau cánh cửa đấy.
HINT_172_1,The Rockhead's muscles are steroid balloons.,Taşkafa'nın kasları steroidle şişirilmiş ve balon gibi.,Steinschädels Muskeln sind mit Steroiden aufgepumpt.,Los músculos de La Piedra Johnny son globos llenos de esteroides.,I muscoli di Testadiroccia sono palloncini di steroidi.,Os músculos do Róque são balões de esteroides.,Les muscles de Grosse-tête sont gonflés aux stéroïdes.,A Kő bicepszei csak felfújt lufik.,Mięśnie Karka to balony napompowane sterydami.,Мышцы Скалоголового — стероидные шарики.,Otot-otot Kepala Batu rupa-rupanya besar sebab steroid.,Skálovy svaly jsou balónky na steroidech.,กล้ามของจาพนมเป็น บอลลูนสเตียรอยด์,石頭人的肌肉是類固醇氣球。,돌머리의 근육은 스테로이드 풍선입니다.,ロックヘッドの筋肉はステロイドの風船です。,عضلات همام هي بالونات زائفة.,Otot-ototnya Sipalabatu cuma balon diisi steroid.,Mușchii lui Moroșanu sunt umflați de steroizi.,Cơ bắp của Đầu Đá là chỉ là một mớ bong bóng thôi.
HINT_172_2,Drag that needle at his biceps.,İğneyi tutup Taşkafa'nın şişik pazularına sürükle.,Ziehe die Nadel zu seinem Bizeps.,Acércale la tachuela a los bíceps.,Trascina l'ago sui suoi bicipiti.,Leve aquela agulha até seu bíceps.,Amenez l’aiguille sur ses biceps.,Húzd a tűt a karjára.,Przeciągnij pinezką po jego bicepsie.,Наведи канцелярскую иголку на его бицепсы.,Cucuk lengan dia dengan jarum tu.,Přetáhni špendlík na jeho biceps.,ลากเข็มไปที่กล้ามแขน ของเขา,將那根針拖到他的二頭肌上。,그의 팔뚝에 바늘을 놓으세요.,上腕二頭筋に針をドラッグします。,اسحب الإبرة إلى العضلة.,Tusukkan pin ke bisep Sipalabatu.,Trage acul pe bicepșii lui Moroșanu.,Kéo cây kim vào bắp tay của gã.
HINT_173_1,He is hidden in one of the sheep's wool.,Koyunlardan birinin yünlerinde saklanıyor.,Er ist in der Wolle eines der Schafe versteckt.,Está escondido bajo la lana de una oveja.,Si nasconde nel vello di una delle pecore.,Ele está escondido na lã de uma das ovelhas.,Il est caché dans la laine d’un mouton.,Az egyik bárány gyapja alá bújt el.,Schował się w wełnie jednej z owiec.,Он спрятан в шерсти одной из овечек.,Arnab nakal menyorok dalam bulu biri-biri.,Skrývá se ve vlně jedné z ovcí.,เขาซ่อนอยู่ในขนแกะ ของตัวใดตัวหนึ่ง,他藏在一根羊毛里。,양털 중에 숨겨져 있습니다.,1匹の羊の毛に隠れています。,إنه مختبئ في صوف الخاروف.,Ia tersembunyi di balik wol salah satu domba.,Este ascuns în blana unei oi.,Chú thỏ đang nấp ở trong lông cừu đó.
HINT_173_2,Some air pressure could blow off his wool to reveal the rabbit.,Hava basıncıyla koyunun yünleri uçabilir.,Druckluft könnte die Wolle abblasen und das Kaninchen entblößen.,Usa una ráfaga de viento para quitarle la lana a la oveja que esconde el conejo.,Dell'aria a pressione potrebbe soffiare via la lana e rivelare il coniglio.,Um pouco de pressão de ar poderia assoprar a lã e expor o coelho.,Un peu de vent ferait bouger la laine pour dévoiler le lapin.,Próbáld meg valahogy lefújni a bárányról a gyapjút.,Strumień powietrza może zdmuchnąć wełnę z owcy i odsłonić królika.,"Можно найти кролика, если чем-нибудь подуть на шерсть.",Mungkin tekanan udara boleh tiup bulu biri-biri untuk dedahkan arnab.,Trocha vzduchu by mohla sfouknout vlnu z ovce.,ใช้ลมเป่าให้ขนหลุดออก จนเผยให้เห็นกระต่าย,一些氣壓可能會吹掉他的羊毛，露出兔子。,약간의 바람이 양털을 날려 토끼가 나타날 수 있습니다.,空気圧は羊毛を吹き飛ばしウサギがあらわれるかもしれません。,يمكن لبعض الهواء أن ينفخ صوفه ليكشف عن الأرنب.,Sedikit tekanan udara bisa meniup habis wol dan menampakkan si kelinci.,Un jet de aer ar răscoli blana oii și ar dezvălui iepurele.,Áp suất không khí có thể thổi bay len của cừu và để lộ ra chú thỏ đấy.
HINT_173_3,Drag the bull's horn on one of the sheep to blow it.,Boğanın boynuzunu bir koyuna sürükleyip üflemesini sağla.,"Ziehe das Horn des Stiers auf eines der Schafe, um darauf zu blasen.",Dale el cuerno del toro a una de las ovejas para que sople y cree una ventisca.,Trascina il corno del toro su una delle pecore e per soffiarci dentro.,Puxe o chifre do búfalo até uma das ovelhas para soprá-lo.,Amenez la corne du taureau sur un des moutons.,Húzd a bika szarvát az egyik bárány szájához.,"Przeciągnij róg byka na jedną z owiec, żeby zaczęła w niego dmuchać.","Перетаскивай рог быка на овец, чтобы одна из них подула.",Seret tanduk lembu jantan pada salah satu biri-biri untuk meniupnya.,"Přetáhni roh býka na jednu z ovcí, aby do něho foukla.",ลากเขาของวัวบนแกะ เพื่อเป่ามัน,將公牛的角拖到一隻羊身上來吹它。,소 뿔을 양에게 끌어 놓아 불어 보세요.,雄牛の角を1匹の羊へドラッグし吹き飛ばします。,اسحب قرن الثور على أحد الخواريف لنفخه.,"Ambil tanduk kerbau, lalu taruh di mulut salah satu domba. Biar dia yang meniup.",Trage cornul taurului pe una din oi ca să sufle.,Kéo sừng bò lên từng con cừu rồi thổi.
HINT_174_1,You can use the fishbowl as a helmet.,Balık fanusunu kask olarak kullanabilirsin.,Du kannst das Goldfischglas als Helm verwenden.,Esa pecera sería un buen casco.,Puoi usare la boccia del pesce come casco.,Dá pra usar o aquário como capacete.,Utilisez l’aquarium comme casque.,Az akvárium tökéletes sisak lenne.,Możesz użyć akwarium jako kasku.,Можно использовать аквариум в качестве шлема.,Korang boleh je gunakan mangkuk ikan jadi helmet.,Jako helmu můžeš použít to akvárium.,ใช้โหลปลาแทนหมวก,您可以將魚缸用作頭盔。,어항을 헬멧으로 사용할 수 있습니다.,金魚鉢はヘルメットとして使えます。,يمكنك استخدام حوض السمك كخوذة.,Akuarium bulat itu bisa digunakan sebagai helm.,Poți să folosești acvariul pe post de cască.,Có thể sử dụng bể cá đó làm mũ bảo hiểm được đấy.
HINT_174_2,Empty the fishbowl by using that glass first.,Fanusun suyunu bardağa boşaltabilirsin.,Leere die Goldfischkugel zuerst mit dem Glas am Regal aus.,Vierte el agua de la pecera en el vaso del estante.,Svuota la boccia del pesce prima di usarla.,"Antes de tudo, esvazie o aquário usando o copo.",Utilisez d’abord le verre pour vider l’aquarium.,Először öntsd az akvárium tartalmát a pohárba.,"Opróżnij akwarium, używając do tego szklanki.",Сначала опустоши аквариум с помощью стакана.,Mula-mula pindahkan ikan ke dalam bekas lain.,Vyprázdni akvárium sklenicí.,เทโหลปลาลงแก้วก่อน,首先使用那個玻璃杯清空魚缸。,컵을 이용해서 어항을 먼저 비우세요.,まず最初にグラスを使い金魚鉢を空にします。,قم بإفراغ حوض السمك باستخدام الكأس أولاً.,Kosongkan dahulu akuarium menggunakan gelas.,Mai întâi golește acvariul cu paharul.,Trước tiên hãy đưa cá ở trong bể ra ngoài bằng cách sử dụng ly thủy tinh.
HINT_175_1,Gymmy can't beat the gorilla in a straight fight. The Gorilla hates bad smells.,"Berkecan, gorili düz bir dövüşte yenemez. Goril kötü kokuları sevmez.","Tippe auf den Knopf, um den Kampf zu beginnen.",Toca el botón para que la pelea comience.,Tocca il pulsante per cominciare il combattimento.,Toque no botão para começar a luta.,Touchez le bouton pour qu’ils se battent.,A küzdelem megkezdéséhez koppints a gombra.,"Naciśnij przycisk, żeby rozpocząć walkę.","Нажми на кнопку, чтобы начать битву.",Ketik pada butang untuk mulakan perlawanan.,Klepni na tlačítko a zahaj bitku.,แตะปุ่มเพื่อเริ่มสู้,點擊按鈕即可開始戰鬥。,시작하려면 결투 버튼을 누르세요.,ボタンをタップし、戦いを始めます。,اضغط على الزر لبدء القتال.,Tekan tombol untuk memulai adu tinju.,Apasă butonul ca să începi lupta.,Chạm vào nút để bắt đầu cuộc chiến.
HINT_175_2,Take out Gymmy's shoe to defeat the gorilla.,Gorili yenebilmek için Berkecan'ın ayakkabısını çıkar.,"Nimm Fitberts Schuh ab, um den Gorilla zu besiegen.",Quítale el zapato a Musculeón para que gane.,Togli la scarpa a Sporty per sconfiggere il gorilla.,Tire o sapato de Academilson para derrotar o gorila.,Retirez la chaussure de Sporty pour battre le gorille.,"Vedd le a srác cipőjét, hogy a gorilla kidőljön.","Zdejmij but Osiłka, żeby pokonać goryla.","Сними ботинок качка, чтобы победить гориллу.",Tanggalkan kasut Abang Sado untuk kalahkan gorila.,"Klepni na Filipovu botu, aby gorilu porazil.",ถอดรองเท้าเบิ้มออก เพื่อเอาชนะกอริลลา,拿出吉米的鞋子來打敗大猩猩。,지미의 신발을 벗겨 고릴라를 물리치세요.,ジョージの靴をぬがせゴリラを倒します。,انزع حذاء عنتر لهزيمة الغوريلا.,Gunakan sepatu Sasana untuk mengalahkan si gorila.,Scoate-i pantoful lui Titi și învinge gorila.,Sử dụng giày của Kimmy Cứng Cáp để đánh bại khỉ đột.
HINT_176_1,Tap on the button to activate it.,Elbiseyi etkinleştirmek için düğmeye dokunun.,"Tippe auf den Knopf, um sie zu aktivieren.",Toca el botón para activar el traje.,Tocca il pulsante per attivarla.,Toque no botão para ativá-lo.,Touchez le bouton pour l’activer.,Koppints a gombra a ruha aktiválásához.,"Naciśnij przycisk, żeby go włączyć.","Нажми на кнопку, чтобы активировать его.",Ketik pada butang untuk aktifkannya.,Klepni na tlačítko a aktivuj ho.,แตะปุ่มเพื่อเปิดใช้งาน,點擊按鈕將其激活。,버튼을 눌러 작동 시키세요.,ボタンをタップし動かします。,اضغط على الزر لتشغيلها.,Tekan tombol untuk mengaktifkan baju antariksa itu.,Apasă butonul ca să începi testarea.,Nhấn nút để kích hoạt bộ đồ.
HINT_176_2,You shouldn't give too much power.,Çok fazla güç vermemelisin.,Du solltest ihr nicht zu viel Energie geben.,La corriente de electricidad es demasiado poderosa.,Non dovresti lasciare la potenza al massimo.,Você não pode carregá-lo com energia demais.,Ne lui donnez pas trop de puissance.,Próbáld meg ne maximum fokozaton elindítani.,Nie możesz użyć zbyt dużej mocy.,Для этого не нужно так много энергии.,Jangan sampai kuasanya terlalu berlebihan.,Tolik energie ten skafandr nepotřebuje.,ไม่ควรให้พลังงาน มากเกินไป,你不應該賦予太多權力。,너무 많은 전기를 주면 안됩니다.,力を加え過ぎてはいけません。,لا يجب أن تعطيها الكثير من القوة.,Jangan dulu diberi tenaga terlalu tinggi.,Nu folosi prea multă energie.,Nhiều năng lượng quá cũng không ổn đâu.
HINT_176_3,Drag away 2 of the batteries first.,İlk önce 2 pili çekerek çıkar.,Ziehe zuerst zwei der Batterien weg.,Quita dos pilas de la plataforma.,"Prima, rimuovi due batterie.",Tire 2 das baterias primeiro.,Enlevez d’abord deux piles.,Vegyél ki két elemet a tápegységből.,Najpierw wyciągnij dwie baterie.,Сначала убери 2 батарейки.,Keluarkan 2 bateri dahulu.,Nejprve přetáhni 2 baterie jinam.,เอาแบตออก 2 ก้อน,首先拖走 2 塊電池。,먼저 배터리 2개를 빼 놓으세요.,最初にバッテリー2つをドラッグしどかします。,اسحب 2 من البطاريات أولاً.,Cabut dua baterai terlebih dahulu.,Mai întâi scoate două baterii.,Hãy kéo 2 bộ pin ra ngoài trước khi bắt đầu.
HINT_177_1,Tap on the remote's button to launch the suit.,Elbiseyi fırlatmak için kumandanın düğmesine dokun!,"Tippe auf den Knopf der Fernbedienung, um den Anzug zu starten.",Toca el control remoto para que el traje despegue.,Tocca il pulsante del telecomando per avviare la tuta.,Toque no botão do controle remoto para lançar o traje.,Touchez le bouton de la télécommande.,Koppints a piros gombra.,"Stuknij w przycisk na pilocie, żeby uruchomić kombinezon.","Нажми на кнопку на пульте, чтобы запустить костюм.",Ketik pada butang alat kawalan jauh untuk lancarkan sut.,Klepni na tlačítko na ovladači a zapni skafandr.,แตะปุ่มบนรีโมต เพื่อเปิดใช้งานชุด,點擊遙控器的按鈕即可啟動套裝。,우주복을 작동 시키려면 리모컨 버튼을 누르세요.,リモコンのボタンをタップしスーツを起動します。,اضغط على زر جهاز التحكم عن بعد لإطلاق البدلة.,Tekan tombol remot untuk meluncurkan baju antariksa itu.,Apasă telecomanda ca să lansezi costumul.,Chạm vào nút của điều khiển từ xa để khởi động bộ đồ.
HINT_177_2,Drag Worry behind the safety glass before the launch.,Civan'ı fırlatmadan önce güvenlik camının arkasına çek!,Ziehe Dr. Kummer hinter das Sicherheitsglas vor dem Start.,Coloca al doctor Preocupón debajo del cristal protector antes de activar el traje.,Trascina il dottore dietro al vetro di protezione prima di avviarla.,Leve preocupas para trás do vidro de segurança antes de lançar.,Mettez Névrose derrière la vitre de sécurité avant d’appuyer.,Először húzd dr. Nyápicot az üvegbúra mögé.,Przed startem przeciągnij Zmartwiaka pod kopułę bezpieczeństwa.,Помести тревожного дока в безопасный стеклянный купол до запуска.,Seret Ghisau di belakang kaca keselamatan sebelum pelancaran.,"Přetáhni doktora Leka za ochranné sklo předtím, než skafandr zapneš.",ลากอัจไปข้างหลัง กระจกนิรภัยก่อนเปิด,在發射前將“擔憂”拖到安全玻璃後面。,발사 전에 안전 유리 안에 박사를 옮기세요.,起動前に、ドクター心配性を防犯ガラスの中へドラッグします。,اسحب الدكتور نجيب خلف زجاج الأمان قبل الإطلاق.,"Sebelum peluncuran, pindahkan Dr. Jeri ke dalam kubah pengaman.","Înainte de lansare, trage-l pe Bizaro în spatele ecranului de protecție",Kéo Bác Sĩ Lo Âu ra sau tấm kính an toàn trước khi khởi động.
HINT_178_1,Try to make Lily cry.,Bediş'i ağlatmayı dene.,"Versuche, Lilli weinen zu lassen.",Haz que Lily llore.,Prova a far piangere Lilly.,Tente fazer Lily chorar.,Essayer de faire pleurer Lily.,"Érd el, hogy Csenge sírjon.",Spróbuj doprowadzić Lidkę do płaczu.,Заставь Лилю плакать.,Cuba buat Lily menangis.,Zkus Lucku rozplakat.,พยายามทำให้ สายฝนร้องไห้,試著讓莉莉哭。,릴리를 울려보세요.,リリーを泣かせてみましょう。,حاول أن تجعل ليلى تبكي.,Buat Licca menangis.,Fă-o pe Lia să plângă.,Làm cho Lily khóc thử xem.
HINT_178_2,Use that knife to cut the onion.,Soğanı kesmek için o bıçağı kullan!,Schneide mit dem Messer die Zwiebel.,Usa el cuchillo para cortar la cebolla.,Usa il coltello per tagliare la cipolla.,Use a faca para cortar a cebola.,Utilisez le couteau pour couper l’oignon.,Vágd fel a késsel a hagymát.,Użyj noża do pokrojenia cebuli.,"Используй нож, чтобы разрезать лук.",Gunakan pisau itu untuk potong bawang.,Nožem rozkroj cibuli.,ใช้มีดนั่นหั่นหัวหอม,用那把刀切洋蔥。,칼을 사용하여 양파를 자르세요.,ナイフを使いタマネギを切ります。,استخدم ذلك السكين لتقطيع البصل.,Gunakan pisau untuk memotong bawang.,Taie ceapa cu cuțitul.,Dùng con dao để cắt hành tây.
HINT_178_3,Drag the onion close to Lily's face.,Soğanı Bediş'in yüzüne yaklaştır!,Ziehe die Zwiebel nah an Lillis Gesicht.,Acerca la cebolla a la cara de Lily.,Trascina la cipolla accanto al volto di Lilly.,Leve a cebola para perto do rosto de Lily.,Amenez l’oignon près du visage de Lily.,Húzd a hagymát Csenge arcába.,Przybliż cebulę do twarzy Lidki.,Перемести лук к лицу Лили.,Seret bawang dekat muka Lily.,Přetáhni cibuli k obličeji Lucky.,ลากหัวหอมไปใกล้ๆ  หน้าสายฝน,將洋蔥拖到莉莉的臉上。,양파를 릴리의 얼굴 가까이 놓습니다.,リリーの顔のそばへタマネギをドラッグします。,اسحب البصل بالقرب من وجه ليلى.,Taruh bawangnya di depan wajah Licca.,Trage ceapa lângă fața lui Lia.,Đặt củ hành trước mặt Lily.
HINT_179_1,Car's passenger makes it too heavy.,Arabanın yolcusu onu çok ağır yapıyor.,Der Passagier im Auto macht es zu schwer.,El tío Bubba suma mucho peso.,Il passeggero rende la macchina troppo pesante.,O passageiro deixa o carro pesado demais.,Le passager la rend trop lourde.,A járművet az utasa teszi túl nehézzé.,To przez pasażera samochód zrobił się za ciężki.,Машина очень тяжелая из-за пассажира внутри.,Ada penumpang yang berat dalam kereta.,Kvůli pasažérovi je příliš těžké.,มันหนักเกินไป เพราะคนบนรถ,汽車的乘客使其太重。,자동차의 승객이 너무 무거워요.,搭乗者が重すぎるようです。,راكب السيارة يجعلها ثقيلة للغاية.,Penumpang di dalamnya membuat mobil terlalu berat.,Pasagerul face mașina prea grea.,Hành khách trên xe khiến chiếc xe trở nên nặng hơn.
HINT_179_2,Attract Bubba's attention with food.,Şakir dayının dikkatini yiyeceklerle çek!,Lenke Onkel Bubbas Aufmerksamkeit mit Essen ab.,Tienta a Bubba con un poco de comida para que se despierte.,Attira l'attenzione di Berto con del cibo.,Chame a atenção de Buba com comida.,Attirez l’attention de Tanguy avec de la nourriture.,Tereld el Buci figyelmét valami ehetővel.,Przyciągnij uwagę Bolka jedzeniem.,Привлеки внимание Вовы едой.,Tarik perhatian Bobba dengan makanan.,Upoutej pozornost strýčka jídlem.,ดึงดูดความสนใจ ลุงป้อมด้วยอาหาร,用食物吸引布巴的注意力。,음식으로 삼촌의 관심을 끌 수 있습니다.,食べ物でひげおじさんの注意を引き付けます。,اجذب انتباه غسان بالطعام.,Alihkan perhatian Paman Boba dengan makanan.,Atrage-i atenția lui Gigi cu ceva mâncare.,Thu hút sự chú ý của Ông Bác Trà Sữa bằng thức ăn.
HINT_179_3,Drag the hotdog vendor at his stall.,Sosisli satıcısını tezgahında sürükle!,Ziehe den Hotdog-Verkäufer zu seiner Bude.,Coloca al vendedor en el puesto de salchichas y abre la puerta del auto.,Trascina la venditrice di hot dog dietro al suo banchetto.,Traga o vendedor de cachorro-quente de sua barraquinha.,Amenez le vendeur de hot-dogs à son étal.,Húzd az árust a standjához.,Przeciągnij sprzedawcę hot dogów na jego stoisko.,Перемести продавца хот-догов за прилавок.,Tarik penjual hotdog supaya berada di gerainya.,Přetáhni prodavače hotdogů ke stánku.,ลากคนขายฮอตด็อก ไปที่ซุ้มของเขา,把攤位上的熱狗小販拖過來。,핫도그 상인을 푸드 트럭으로 옮기세요.,ホットドッグ販売者を屋台へドラッグします。,اسحب بائع النقانق إلى كشكه.,Buat si penjual hotdog kembali ke kios dagangannya.,Trage vânzătorul de hotdog la standul lui.,Kéo người bán xúc xích vào gian hàng của mình.
HINT_18_1,I might surprise her when she uses the toilet.,Klozeti kullanırken onu korkutabilirim.,Vielleicht überrasche ich sie auf der Toilette.,Sería buena idea sorprenderla mientras usa el retrete.,Potrei tirarle un brutto tiro quando va in bagno!,Talvez eu faça uma surpresa pra ela quando ela for usar o banheiro.,Je vais lui laisser une surprise dans les toilettes.,"A kislányt akkor lehet megtréfálni, ha már a mosdóban van.","Mogę ją zaskoczyć, gdy będzie korzystała z toalety.","Нужно напугать ее, когда она воспользуется туалетом.",Mungkin boleh usik dia masa dia gunakan tandas.,"Mohla bych ji překvapit, jakmile bude na záchodě.",ฉันอาจจะแกล้งเธอ ตอนที่เธอเข้าห้องน้ำ,莉莉可以在妹妹上廁所時嚇她。,동생이 화장실에 있을 때 놀랠 수 있습니다.,妹がトイレを使っている時に驚かせられるかも。,قد أفاجئها عندما تستخدم المرحاض.,Ide mengerjai adikku saat dia memakai WC oke juga.,Un bun moment ar fi atunci când folosește toaleta.,Làm con bé hoảng hồn khi đi vệ sinh là ý tưởng hay đấy.
HINT_18_2,Open the toilet tank.,Klozet tankının kapağını aç.,Öffne den Spülkasten.,Abre el tanque del retrete.,Apri la cassetta dello scarico.,Abra a caixa da privada.,Ouvrez le réservoir.,Nyisd ki a vécétartályt.,Otwórz spłuczkę toalety.,Открой бачок унитаза.,Buka tangki tandas.,Otevři nádržku od záchodu.,เปิดถังพักน้ำชักโครก,打開馬桶水箱蓋。,변기 탱크를 엽니다.,トイレのタンクを開きましょう。,افتح خزان المرحاض.,"Buka tangki WC itu. Awas, salah buka!",Deschide rezervorul toaletei.,Mở nắp bồn cầu.
HINT_18_3,Drag me into the toilet tank and then close it.,Beni klozet tankının içine koy ve kapağı kapat.,Ziehe mich in den Spülkasten und schließe ihn dann.,Pon a Lily dentro del tanque y ciérralo.,"Fammi entrare nella cassetta, poi richiudila.",Me coloque na caixa da privada e feche.,Mettez Lily dans le réservoir et refermez-le.,Húzd Csengét a vécétartályba.,Przeciągnij mnie na spłuczkę i ją zamknij.,Перетащи меня в бачок и закрой его.,Seret aku ke dalam tangki tandas dan kemudian tutupnya.,Přetáhni mě na nádržku a potom ji zavři.,ลากฉันเข้าไปในถัง และปิดฝา,讓莉莉躲進水箱後蓋上蓋子。,릴리를 변기 탱크로 끌어 놓은 다음 닫으세요.,私をタンクへドラッグし、閉じてください。,اسحبني إلى خزان المرحاض ثم أغلقه.,"Masukkan aku ke dalam tangki WC, lalu tutup kembali.",Trage-mă în rezervorul toaletei.,Kéo Lily vào bồn cầu rồi đóng lại.
HINT_180_1,Water would make things worse.,Su işleri daha da kötüleştirir.,Wasser würde es schlimmer machen.,El agua no solucionará nada.,L'acqua peggiorerebbe le cose.,Água pode piorar as coisas.,L’eau ne ferait qu’empirer les choses.,A víz csak ront a helyzeten.,Woda pogorszy sytuację.,Вода сделает только хуже.,Air akan jadikan situasi semakin buruk.,Voda to ještě zhorší.,น้ำจะยิ่งทำให้ แย่กว่าเดิม,水會使事情變得更糟。,물은 상황을 악화시킬 것입니다.,水は事態を悪化させるでしょう。,الماء سيجعل الأمور أسوأ.,Menyiramkan air malah akan memperbesar api.,Apa va înrăutăți situația.,Nước chỉ khiến mọi chuyện tệ hơn thôi.
